crop_type,soil_type,crop_growth_stage,season,region,soil_moisture,temperature,humidity,rainfall_mm,area_hectares,previous_irrigation_mm,irrigation_type,water_source,mulching_used,water_required_mm,irrigation_need,data_source
Maize,Alluvial,Sowing,Zaid,Central,27.59,36.62,88.06,1654.78,9.33,92.53,Canal,Groundwater,No,65.09,Low,synthetic_extension
Maize,Chalky,Flowering,Kharif,North,20.23,13.06,70.28,1533.38,0.82,31.94,Canal,Reservoir,Yes,29.5,Medium,synthetic_extension
Rice,Sandy,Flowering,Rabi,West,24.68,28.27,89.09,1174.33,2.67,46.78,Sprinkler,River,Yes,40.18,Medium,synthetic_extension
Wheat,Loamy,Vegetative,Rabi,West,26.39,16.63,83.39,266.45,4.18,36.75,Canal,Reservoir,No,34.54,Medium,synthetic_extension
Wheat,Sandy,Sowing,Rabi,North,10.06,24.77,49.1,750.53,5.6,80.66,Rainfed,Groundwater,Yes,57.06,Low,synthetic_extension
Wheat,Loamy,Vegetative,Zaid,Central,36.77,40.1,57.95,1991.15,6.8,81.28,Drip,Rainwater,No,71.56,Medium,synthetic_extension
Rice,Sandy,Flowering,Zaid,Central,9.47,16.05,30.99,358.83,11.86,112.16,Drip,Groundwater,No,111.42,Medium,synthetic_extension
Sugarcane,Black,Sowing,Zaid,North,47.62,40.33,84.42,1534.71,7.03,33.29,Drip,Rainwater,Yes,12.24,Low,synthetic_extension
Maize,Peaty,Harvest,Rabi,Central,59.39,20.9,88.82,1116.66,9.58,107.74,Canal,Reservoir,No,31.77,Low,synthetic_extension
Sugarcane,Alluvial,Flowering,Rabi,Central,33.29,18.09,91.93,1285.31,10.54,83.12,Drip,Reservoir,Yes,57.02,Low,synthetic_extension
Sugarcane,Chalky,Harvest,Zaid,West,19.07,22.98,79.45,2432.27,11.44,10.36,Drip,Groundwater,No,0.0,Low,synthetic_extension
Maize,Silty,Harvest,Zaid,East,27.27,25.16,91.86,1133.22,9.37,88.68,Drip,Groundwater,Yes,23.68,Low,synthetic_extension
Maize,Black,Sowing,Rabi,Central,41.02,18.09,38.29,1601.13,1.43,41.98,Sprinkler,Groundwater,Yes,15.55,Low,synthetic_extension
Sugarcane,Silty,Sowing,Kharif,North,41.15,23.36,43.78,2410.6,8.66,27.3,Rainfed,River,Yes,12.18,Low,synthetic_extension
Wheat,Clay,Harvest,Rabi,West,32.21,36.55,56.23,1028.28,12.88,83.82,Rainfed,Groundwater,Yes,32.28,Low,synthetic_extension
Cotton,Silty,Vegetative,Kharif,East,30.7,22.98,44.01,1622.58,13.35,8.71,Canal,Groundwater,Yes,9.56,Low,synthetic_extension
Rice,Sandy,Sowing,Kharif,West,18.56,15.36,35.81,516.58,2.3,68.48,Rainfed,Groundwater,No,53.78,Medium,synthetic_extension
Maize,Black,Vegetative,Kharif,Central,39.95,29.08,93.26,1025.05,10.84,58.22,Canal,Reservoir,No,35.09,Medium,synthetic_extension
Other,Loamy,Vegetative,Rabi,West,34.62,14.7,62.24,565.52,13.4,56.95,Drip,Groundwater,Yes,27.84,Low,synthetic_extension
Cotton,Alluvial,Sowing,Zaid,West,41.74,30.12,55.13,1893.67,8.24,77.91,Sprinkler,Reservoir,Yes,36.96,Low,synthetic_extension
Rice,Peaty,Harvest,Zaid,South,50.39,32.08,58.62,755.06,3.38,108.33,Sprinkler,River,Yes,35.23,Low,synthetic_extension
Vegetables,Chalky,Vegetative,Kharif,North,15.23,14.27,26.12,2347.78,6.81,50.78,Rainfed,Reservoir,No,41.74,Medium,synthetic_extension
Wheat,Clay,Harvest,Zaid,South,30.46,15.13,32.78,1930.9,3.83,82.95,Sprinkler,Reservoir,No,26.74,Low,synthetic_extension
Wheat,Loamy,Flowering,Zaid,West,39.17,36.88,31.98,1933.16,1.21,102.4,Rainfed,Groundwater,Yes,78.5,Low,synthetic_extension
Wheat,Chalky,Vegetative,Kharif,West,14.26,17.75,60.27,1575.34,2.27,8.22,Canal,Reservoir,No,8.2,Medium,synthetic_extension
Coconut,Peaty,Sowing,Kharif,North,62.2,28.48,51.6,674.65,14.37,56.56,Drip,Rainwater,No,20.93,Low,synthetic_extension
Other,Red,Sowing,Zaid,North,16.33,21.31,43.45,296.37,11.15,71.27,Canal,Groundwater,No,73.02,Medium,synthetic_extension
Groundnut,Sandy,Sowing,Zaid,North,21.3,41.83,43.38,1135.33,6.85,25.29,Canal,Groundwater,No,23.12,Medium,synthetic_extension
Groundnut,Black,Flowering,Kharif,South,51.28,40.58,37.09,2208.86,1.51,79.29,Rainfed,River,No,72.01,Medium,synthetic_extension
Groundnut,Black,Harvest,Zaid,South,50.52,25.23,78.11,869.69,8.86,54.56,Rainfed,Groundwater,Yes,13.15,Low,synthetic_extension
Groundnut,Peaty,Flowering,Rabi,Central,59.69,35.56,27.17,2036.51,11.43,7.57,Sprinkler,River,Yes,4.44,Medium,synthetic_extension
Maize,Black,Harvest,Rabi,South,39.76,35.16,87.03,2433.06,6.03,2.78,Drip,River,Yes,0.55,Low,synthetic_extension
Other,Clay,Sowing,Zaid,South,40.42,29.71,46.22,1361.72,7.71,11.04,Drip,River,No,11.07,Low,synthetic_extension
Vegetables,Alluvial,Sowing,Zaid,South,32.72,41.12,65.06,209.7,13.48,97.68,Canal,River,Yes,97.25,Medium,synthetic_extension
Rice,Alluvial,Vegetative,Zaid,South,29.82,22.89,68.25,678.35,5.47,64.91,Drip,Groundwater,Yes,33.64,Low,synthetic_extension
Cotton,Sandy,Vegetative,Kharif,East,16.36,33.3,40.15,1714.02,12.63,39.4,Drip,Rainwater,No,44.26,High,synthetic_extension
Other,Loamy,Vegetative,Zaid,East,38.95,25.46,91.35,1057.09,11.85,37.04,Drip,Rainwater,Yes,20.17,Low,synthetic_extension
Cotton,Loamy,Harvest,Kharif,East,34.57,40.29,29.22,1509.02,2.93,106.57,Drip,Groundwater,Yes,48.23,Low,synthetic_extension
Wheat,Peaty,Harvest,Rabi,East,64.49,38.6,41.97,1149.56,3.52,46.51,Canal,Groundwater,No,9.05,Low,synthetic_extension
Coconut,Black,Sowing,Rabi,Central,49.18,37.36,82.68,1800.42,12.2,13.87,Drip,Reservoir,No,7.53,Low,synthetic_extension
Groundnut,Black,Sowing,Rabi,South,43.85,34.21,44.15,74.19,7.18,32.24,Sprinkler,Reservoir,No,26.51,Medium,synthetic_extension
Groundnut,Chalky,Vegetative,Rabi,Central,14.85,37.21,51.11,2250.4,14.84,33.21,Canal,Reservoir,Yes,37.8,Medium,synthetic_extension
Cotton,Clay,Harvest,Kharif,North,44.59,19.63,58.28,1547.08,1.26,37.25,Sprinkler,Rainwater,No,11.85,Low,synthetic_extension
Wheat,Loamy,Sowing,Rabi,East,33.64,39.17,26.33,1042.03,4.5,43.57,Sprinkler,Rainwater,Yes,29.22,Low,synthetic_extension
Cotton,Peaty,Harvest,Kharif,West,49.44,18.63,92.29,268.8,9.36,77.96,Rainfed,Groundwater,No,30.99,Low,synthetic_extension
Cotton,Black,Sowing,Kharif,West,45.42,22.59,83.45,545.65,1.17,42.08,Rainfed,Groundwater,Yes,17.18,Low,synthetic_extension
Other,Clay,Sowing,Rabi,West,46.82,33.58,48.3,372.71,1.17,24.04,Sprinkler,Reservoir,No,16.67,Low,synthetic_extension
Sugarcane,Alluvial,Vegetative,Kharif,Central,32.17,38.84,71.49,481.27,2.09,14.41,Drip,Groundwater,No,13.67,Medium,synthetic_extension
Wheat,Loamy,Sowing,Zaid,South,30.67,13.17,80.39,2216.44,10.07,35.01,Rainfed,Reservoir,Yes,13.94,Low,synthetic_extension
Cotton,Peaty,Harvest,Rabi,South,49.35,38.51,28.89,1038.99,13.81,15.3,Drip,Groundwater,Yes,2.6,Low,synthetic_extension
Other,Peaty,Vegetative,Zaid,East,52.26,24.02,91.42,500.77,3.1,116.04,Rainfed,Reservoir,Yes,59.05,Low,synthetic_extension
Maize,Peaty,Sowing,Kharif,North,49.89,17.45,35.99,2344.6,6.99,37.77,Canal,Groundwater,Yes,8.59,Low,synthetic_extension
Cotton,Black,Sowing,Zaid,South,50.26,41.6,77.11,582.28,13.89,110.48,Drip,Groundwater,Yes,59.0,Low,synthetic_extension
Vegetables,Sandy,Sowing,Zaid,West,18.86,27.25,88.36,1612.99,2.88,50.89,Sprinkler,Rainwater,No,41.28,Medium,synthetic_extension
Groundnut,Peaty,Vegetative,Zaid,South,50.74,18.0,71.8,1463.59,2.93,65.68,Drip,Rainwater,No,37.25,Medium,synthetic_extension
Sugarcane,Red,Flowering,Kharif,South,29.88,13.16,89.82,2376.71,10.55,55.5,Sprinkler,Rainwater,Yes,36.75,Low,synthetic_extension
Other,Red,Flowering,Kharif,East,24.69,20.76,90.47,996.72,1.95,14.28,Sprinkler,River,No,11.75,Medium,synthetic_extension
Groundnut,Loamy,Vegetative,Rabi,Central,27.85,21.83,41.45,884.08,5.26,65.64,Rainfed,River,Yes,40.98,Low,synthetic_extension
Rice,Red,Sowing,Zaid,Central,27.44,12.72,82.07,2291.36,11.07,86.65,Canal,Reservoir,No,39.53,Low,synthetic_extension
Cotton,Red,Flowering,Rabi,East,26.31,32.83,75.36,1147.41,12.85,75.28,Drip,Rainwater,No,73.69,Medium,synthetic_extension
Other,Sandy,Vegetative,Kharif,South,16.5,20.38,58.08,960.54,1.87,48.81,Drip,Reservoir,Yes,37.43,Medium,synthetic_extension
Cotton,Alluvial,Harvest,Rabi,South,29.67,37.58,91.51,1214.25,14.99,40.73,Rainfed,Groundwater,Yes,18.8,Low,synthetic_extension
Groundnut,Loamy,Sowing,Rabi,West,41.22,32.85,81.38,2251.44,5.55,57.69,Canal,Reservoir,No,37.07,Low,synthetic_extension
Groundnut,Alluvial,Sowing,Kharif,North,27.49,37.13,62.57,1956.6,8.83,22.1,Drip,River,Yes,11.6,Low,synthetic_extension
Vegetables,Chalky,Sowing,Kharif,North,15.02,12.58,66.68,1761.67,0.6,31.6,Drip,Reservoir,Yes,17.44,Low,synthetic_extension
Coconut,Red,Flowering,Rabi,South,27.26,18.64,69.59,270.29,8.44,11.19,Sprinkler,Groundwater,No,8.5,Medium,synthetic_extension
Wheat,Clay,Flowering,Kharif,East,50.04,20.11,79.68,941.8,7.46,27.6,Canal,Reservoir,Yes,16.5,Low,synthetic_extension
Maize,Black,Vegetative,Kharif,Central,47.6,27.86,84.63,377.47,10.92,92.14,Sprinkler,River,No,61.63,Medium,synthetic_extension
Maize,Black,Flowering,Kharif,West,35.15,17.36,65.9,2112.58,1.0,45.78,Rainfed,Rainwater,No,31.14,Low,synthetic_extension
Wheat,Black,Vegetative,Kharif,Central,41.66,35.03,74.13,43.95,7.35,27.9,Drip,Rainwater,No,33.21,High,synthetic_extension
Vegetables,Sandy,Vegetative,Zaid,West,22.5,41.7,58.12,965.14,4.99,85.25,Sprinkler,Groundwater,No,88.46,Medium,synthetic_extension
Wheat,Red,Sowing,Kharif,Central,25.82,27.97,57.56,1899.19,9.67,111.67,Rainfed,Reservoir,No,76.25,Low,synthetic_extension
Maize,Sandy,Flowering,Zaid,West,21.78,30.81,76.28,291.43,6.24,89.93,Canal,Reservoir,No,143.21,Medium,synthetic_extension
Sugarcane,Red,Harvest,Zaid,Central,15.94,16.16,29.14,1385.7,11.41,9.7,Canal,River,No,0.97,Low,synthetic_extension
Wheat,Red,Sowing,Zaid,Central,29.11,31.82,47.85,2189.14,0.59,111.99,Drip,Rainwater,Yes,63.04,Low,synthetic_extension
Coconut,Red,Harvest,Zaid,North,18.44,31.11,83.32,80.72,1.03,103.52,Drip,Rainwater,No,109.19,Medium,synthetic_extension
Sugarcane,Peaty,Vegetative,Rabi,West,51.65,37.34,57.1,205.68,4.88,77.23,Drip,Reservoir,Yes,74.22,Medium,synthetic_extension
Sugarcane,Peaty,Harvest,Zaid,North,61.81,31.94,37.5,62.59,2.21,110.78,Sprinkler,River,No,82.95,Medium,synthetic_extension
Coconut,Alluvial,Harvest,Zaid,Central,33.12,37.56,61.17,2423.88,2.88,36.6,Sprinkler,Groundwater,No,19.34,Low,synthetic_extension
Coconut,Peaty,Harvest,Zaid,Central,57.86,40.25,45.92,1981.39,14.71,107.76,Sprinkler,Rainwater,Yes,37.52,Low,synthetic_extension
Rice,Peaty,Flowering,Zaid,Central,56.05,41.75,93.0,808.3,8.88,21.04,Sprinkler,Groundwater,Yes,17.04,Medium,synthetic_extension
Sugarcane,Sandy,Vegetative,Zaid,North,22.72,12.9,36.84,705.69,14.81,84.05,Sprinkler,Reservoir,No,58.34,Medium,synthetic_extension
Vegetables,Sandy,Sowing,Zaid,Central,10.65,13.75,60.35,1152.12,8.23,16.81,Canal,Rainwater,No,9.22,Medium,synthetic_extension
Coconut,Black,Sowing,Kharif,East,36.96,29.49,80.7,1701.6,5.38,58.34,Canal,Reservoir,No,31.67,Low,synthetic_extension
Other,Black,Flowering,Rabi,West,47.65,37.71,86.05,1911.35,3.86,115.58,Canal,River,Yes,82.93,Low,synthetic_extension
Maize,Alluvial,Sowing,Kharif,West,41.89,24.54,64.49,2384.8,12.87,97.83,Sprinkler,River,Yes,46.12,Low,synthetic_extension
Rice,Clay,Harvest,Rabi,Central,53.08,18.21,86.42,2167.13,5.13,12.09,Sprinkler,Reservoir,Yes,0.0,Low,synthetic_extension
Coconut,Loamy,Harvest,Rabi,South,33.0,38.79,80.92,1139.26,12.97,43.1,Drip,River,No,18.1,Low,synthetic_extension
Wheat,Alluvial,Vegetative,Zaid,South,39.7,38.0,79.39,2443.08,14.71,52.1,Sprinkler,River,No,39.06,Medium,synthetic_extension
Wheat,Peaty,Harvest,Kharif,East,52.82,41.5,53.12,2283.95,13.46,24.95,Sprinkler,Reservoir,Yes,6.7,Low,synthetic_extension
Vegetables,Sandy,Sowing,Rabi,East,13.42,17.35,81.74,706.0,10.55,92.89,Sprinkler,Groundwater,No,68.37,Medium,synthetic_extension
Groundnut,Sandy,Vegetative,Zaid,North,8.41,20.27,66.32,484.29,9.47,119.43,Rainfed,Groundwater,Yes,94.32,Medium,synthetic_extension
Rice,Red,Sowing,Kharif,East,18.75,20.99,71.85,1715.14,3.39,78.02,Sprinkler,Rainwater,Yes,49.92,Low,synthetic_extension
Wheat,Black,Sowing,Rabi,Central,38.4,31.07,79.12,1300.35,6.77,62.03,Sprinkler,Rainwater,No,36.01,Low,synthetic_extension
Groundnut,Loamy,Sowing,Zaid,East,30.37,28.44,34.67,304.28,5.82,49.21,Sprinkler,Rainwater,Yes,37.99,Low,synthetic_extension
Sugarcane,Black,Sowing,Rabi,West,40.77,34.99,72.22,2470.62,5.06,74.93,Rainfed,Reservoir,Yes,46.4,Low,synthetic_extension
Vegetables,Peaty,Sowing,Rabi,North,62.18,36.28,35.93,1940.26,11.69,90.45,Canal,River,No,49.23,Low,synthetic_extension
Cotton,Alluvial,Vegetative,Kharif,East,29.07,21.67,25.31,1479.72,7.78,3.24,Sprinkler,River,Yes,0.0,Low,synthetic_extension
Groundnut,Peaty,Flowering,Kharif,Central,61.39,29.96,88.75,2133.81,7.21,39.96,Canal,Rainwater,No,30.58,Medium,synthetic_extension
Maize,Red,Vegetative,Zaid,South,27.89,32.68,43.34,979.75,0.9,12.58,Drip,Reservoir,Yes,10.68,Low,synthetic_extension
Cotton,Peaty,Sowing,Rabi,West,54.28,22.36,58.63,471.56,9.66,71.09,Drip,River,Yes,27.77,Low,synthetic_extension
Cotton,Sandy,Vegetative,Rabi,North,20.32,38.16,86.24,584.53,0.69,98.28,Canal,Groundwater,Yes,95.79,Medium,synthetic_extension
Vegetables,Clay,Flowering,Rabi,Central,37.97,29.88,49.16,284.28,1.2,71.32,Rainfed,Reservoir,Yes,68.98,Medium,synthetic_extension
Maize,Loamy,Harvest,Rabi,North,25.36,39.65,29.57,1100.08,11.17,77.2,Rainfed,Rainwater,No,34.46,Low,synthetic_extension
Groundnut,Chalky,Vegetative,Kharif,West,18.52,16.84,53.71,154.43,7.0,93.64,Rainfed,Groundwater,No,125.09,High,synthetic_extension
Groundnut,Red,Vegetative,Rabi,Central,24.1,21.51,43.35,2013.15,12.97,76.71,Sprinkler,Reservoir,No,58.9,Medium,synthetic_extension
Wheat,Sandy,Flowering,Kharif,Central,15.84,40.73,42.62,1995.88,9.05,115.27,Sprinkler,Reservoir,Yes,145.94,Medium,synthetic_extension
Other,Peaty,Sowing,Zaid,West,62.97,20.91,56.12,1648.18,14.94,67.17,Canal,River,Yes,24.49,Low,synthetic_extension
Groundnut,Sandy,Harvest,Rabi,East,20.36,39.58,48.53,821.84,12.18,47.54,Rainfed,River,No,32.57,Medium,synthetic_extension
Vegetables,Red,Vegetative,Kharif,South,21.38,16.53,63.14,1176.53,12.19,36.45,Drip,Rainwater,No,30.05,Medium,synthetic_extension
Coconut,Sandy,Harvest,Zaid,North,8.91,19.6,61.27,253.18,14.62,79.09,Sprinkler,Rainwater,Yes,56.39,Medium,synthetic_extension
Other,Clay,Sowing,Zaid,South,51.9,41.12,65.06,209.7,13.48,97.68,Canal,River,Yes,90.12,Medium,synthetic_extension
Vegetables,Sandy,Vegetative,Zaid,Central,24.74,34.89,62.43,1920.55,9.46,82.36,Drip,Reservoir,Yes,79.46,Medium,synthetic_extension
Coconut,Sandy,Vegetative,Rabi,West,18.79,34.37,90.71,2400.61,6.55,34.24,Sprinkler,Reservoir,No,31.15,Medium,synthetic_extension
Maize,Black,Flowering,Kharif,West,50.36,28.95,33.6,2475.02,9.77,80.99,Drip,Rainwater,No,61.92,Medium,synthetic_extension
Vegetables,Clay,Vegetative,Rabi,Central,42.65,41.54,28.12,2246.3,7.62,110.59,Sprinkler,Reservoir,No,86.05,Medium,synthetic_extension
Sugarcane,Sandy,Vegetative,Kharif,Central,12.02,16.5,60.73,1295.45,4.6,13.45,Drip,Reservoir,Yes,6.55,Medium,synthetic_extension
Vegetables,Red,Vegetative,Rabi,South,28.68,18.69,78.14,989.18,2.92,33.66,Sprinkler,River,Yes,18.04,Low,synthetic_extension
Rice,Silty,Sowing,Kharif,Central,38.77,35.85,78.8,1164.22,0.77,6.45,Rainfed,River,No,2.33,Low,synthetic_extension
Other,Red,Flowering,Kharif,West,23.23,13.7,90.1,1193.94,13.07,54.12,Rainfed,Rainwater,Yes,46.06,Medium,synthetic_extension
Sugarcane,Red,Sowing,Rabi,Central,25.23,22.73,71.27,984.49,6.8,44.63,Drip,Groundwater,Yes,21.12,Low,synthetic_extension
Groundnut,Chalky,Flowering,Kharif,East,16.14,14.15,73.15,550.49,0.85,31.83,Canal,River,No,34.27,Medium,synthetic_extension
Rice,Peaty,Vegetative,Rabi,South,46.17,21.37,37.15,2332.5,10.39,77.11,Canal,Reservoir,No,42.39,Medium,synthetic_extension
Wheat,Sandy,Flowering,Kharif,West,19.23,39.57,47.68,2466.29,12.15,112.62,Canal,River,No,144.85,High,synthetic_extension
Other,Alluvial,Flowering,Rabi,East,25.1,20.48,43.79,55.53,8.23,112.52,Drip,Groundwater,Yes,142.89,Medium,synthetic_extension
Coconut,Red,Harvest,Zaid,South,18.31,14.81,32.62,881.12,1.14,61.18,Sprinkler,Groundwater,No,27.66,Medium,synthetic_extension
Sugarcane,Red,Sowing,Zaid,East,17.34,41.68,86.88,1376.6,1.8,0.37,Canal,Groundwater,Yes,0.86,Low,synthetic_extension
Wheat,Peaty,Harvest,Zaid,Central,51.8,21.79,58.0,93.51,0.7,90.39,Sprinkler,River,No,54.39,Medium,synthetic_extension
Coconut,Loamy,Vegetative,Rabi,North,43.17,33.39,93.05,2033.54,0.59,19.81,Rainfed,River,Yes,13.58,Low,synthetic_extension
Other,Silty,Flowering,Kharif,South,26.59,30.64,49.56,423.28,14.15,38.47,Canal,Rainwater,No,36.67,Medium,synthetic_extension
Wheat,Peaty,Sowing,Zaid,South,52.15,28.37,71.21,1111.53,3.22,115.27,Sprinkler,River,No,53.39,Low,synthetic_extension
Groundnut,Chalky,Flowering,Rabi,West,19.11,26.74,66.69,1189.59,3.66,106.36,Drip,Rainwater,Yes,104.96,Medium,synthetic_extension
Sugarcane,Clay,Vegetative,Zaid,Central,51.58,23.47,85.96,1996.21,2.95,61.75,Rainfed,River,Yes,26.9,Low,synthetic_extension
Vegetables,Black,Sowing,Kharif,West,49.72,17.57,60.72,911.66,12.52,89.4,Canal,Reservoir,Yes,31.32,Low,synthetic_extension
Cotton,Sandy,Sowing,Kharif,East,24.41,15.13,91.12,2072.41,12.59,103.64,Sprinkler,Rainwater,Yes,65.89,Low,synthetic_extension
Wheat,Loamy,Flowering,Kharif,North,38.92,36.63,30.94,2102.34,8.14,68.48,Rainfed,Groundwater,No,58.82,Medium,synthetic_extension
Sugarcane,Clay,Vegetative,Kharif,North,48.62,34.36,89.02,401.79,8.56,66.3,Sprinkler,Groundwater,Yes,51.58,Medium,synthetic_extension
Maize,Black,Harvest,Zaid,North,43.44,16.95,35.22,114.32,12.81,33.71,Canal,Reservoir,No,13.11,Low,synthetic_extension
Coconut,Alluvial,Flowering,Kharif,South,31.04,41.74,83.52,990.79,4.52,60.17,Sprinkler,River,No,59.8,Medium,synthetic_extension
Rice,Black,Flowering,Kharif,West,44.24,28.86,83.54,1737.4,7.62,99.23,Canal,Reservoir,No,77.63,Medium,synthetic_extension
Other,Silty,Sowing,Kharif,North,40.36,18.06,44.69,1152.74,1.17,30.58,Drip,River,Yes,11.48,Low,synthetic_extension
Groundnut,Alluvial,Harvest,Kharif,East,38.01,30.83,62.95,153.5,8.32,41.97,Rainfed,River,No,28.66,Medium,synthetic_extension
Coconut,Red,Sowing,Kharif,North,26.58,37.36,56.94,1915.4,6.98,23.61,Rainfed,River,Yes,15.3,Low,synthetic_extension
Other,Chalky,Harvest,Zaid,South,17.53,15.67,92.87,1257.11,12.44,35.59,Canal,Rainwater,No,16.97,Low,synthetic_extension
Wheat,Silty,Vegetative,Zaid,West,39.66,36.34,41.44,18.39,5.0,40.15,Sprinkler,Reservoir,Yes,42.65,Medium,synthetic_extension
Rice,Sandy,Flowering,Rabi,East,10.65,34.21,80.02,2474.68,4.68,86.4,Sprinkler,River,No,99.93,Medium,synthetic_extension
Vegetables,Black,Sowing,Zaid,North,41.47,12.46,47.82,667.04,13.07,58.55,Sprinkler,River,No,19.05,Low,synthetic_extension
Wheat,Black,Sowing,Rabi,South,46.22,34.21,44.15,74.19,7.18,32.24,Sprinkler,Reservoir,No,33.04,Medium,synthetic_extension
Wheat,Black,Sowing,Zaid,North,35.33,27.69,44.52,748.54,13.73,4.39,Canal,River,Yes,0.74,Low,synthetic_extension
Maize,Peaty,Harvest,Zaid,West,63.25,38.21,79.07,1577.91,7.35,74.5,Drip,Rainwater,Yes,19.62,Low,synthetic_extension
Other,Clay,Harvest,Rabi,Central,35.99,30.52,43.37,1441.59,4.64,110.95,Canal,Rainwater,Yes,50.0,Low,synthetic_extension
Coconut,Black,Flowering,Kharif,South,36.77,33.55,90.65,1311.77,6.74,49.84,Drip,Groundwater,Yes,36.3,Low,synthetic_extension
Maize,Silty,Vegetative,Rabi,South,38.29,37.41,72.7,1264.79,3.79,66.77,Sprinkler,River,No,52.85,Medium,synthetic_extension
Wheat,Loamy,Vegetative,Rabi,West,28.87,12.45,88.72,1648.8,12.97,75.09,Rainfed,Groundwater,No,49.59,Medium,synthetic_extension
Cotton,Red,Flowering,Kharif,North,23.43,30.58,67.98,1695.23,1.9,18.91,Drip,Reservoir,No,26.79,High,synthetic_extension
Vegetables,Peaty,Vegetative,Rabi,North,49.98,40.29,76.91,208.22,3.67,77.93,Rainfed,Rainwater,Yes,78.0,Medium,synthetic_extension
Wheat,Black,Harvest,Kharif,West,38.32,18.63,92.29,268.8,9.36,77.96,Rainfed,Groundwater,No,37.46,Low,synthetic_extension
Maize,Clay,Flowering,Kharif,Central,48.37,39.64,89.68,737.31,3.92,51.84,Drip,Groundwater,No,46.04,Medium,synthetic_extension
Rice,Clay,Sowing,Rabi,Central,39.71,16.42,73.54,144.37,2.8,81.36,Drip,Reservoir,Yes,66.73,Low,synthetic_extension
Sugarcane,Silty,Vegetative,Kharif,North,36.49,23.5,88.96,893.8,1.95,73.29,Drip,Reservoir,No,44.7,Low,synthetic_extension
Sugarcane,Alluvial,Vegetative,Zaid,South,29.32,19.8,58.43,241.53,2.08,113.03,Drip,Groundwater,Yes,102.14,Medium,synthetic_extension
Vegetables,Sandy,Harvest,Rabi,North,17.39,41.57,94.64,126.69,12.15,109.62,Sprinkler,Reservoir,Yes,109.73,Medium,synthetic_extension
Other,Sandy,Flowering,Kharif,East,15.16,36.69,81.79,413.91,12.49,28.07,Canal,Reservoir,No,33.92,Medium,synthetic_extension
Wheat,Peaty,Flowering,Zaid,South,46.02,29.33,48.94,1352.33,13.23,95.94,Rainfed,Groundwater,Yes,68.48,Low,synthetic_extension
Coconut,Clay,Harvest,Kharif,West,48.17,12.66,44.02,761.96,9.37,43.2,Drip,Groundwater,Yes,7.64,Low,synthetic_extension
Groundnut,Clay,Flowering,Zaid,East,43.81,22.44,40.76,1183.45,8.69,43.76,Canal,Groundwater,No,33.33,Medium,synthetic_extension
Other,Loamy,Harvest,Kharif,North,43.55,18.13,78.09,1665.79,10.83,31.08,Drip,Groundwater,No,7.47,Low,synthetic_extension
Other,Chalky,Sowing,Rabi,West,19.7,30.14,94.51,1352.21,1.15,29.29,Sprinkler,River,No,18.22,Medium,synthetic_extension
Rice,Black,Flowering,Rabi,West,46.42,31.15,55.49,2188.7,5.75,100.95,Sprinkler,Groundwater,No,76.13,Medium,synthetic_extension
Vegetables,Loamy,Vegetative,Kharif,North,25.86,18.53,38.52,1027.46,11.66,86.52,Sprinkler,Groundwater,No,59.74,Medium,synthetic_extension
Groundnut,Sandy,Sowing,Kharif,South,20.78,22.19,75.11,1124.16,1.49,52.39,Drip,River,No,36.57,Low,synthetic_extension
Wheat,Chalky,Harvest,Rabi,North,16.59,32.74,91.4,2086.73,3.95,86.13,Rainfed,Groundwater,No,48.88,Medium,synthetic_extension
Sugarcane,Alluvial,Flowering,Zaid,East,41.7,27.98,75.98,432.18,9.67,36.99,Sprinkler,Groundwater,Yes,23.39,Low,synthetic_extension
Other,Sandy,Sowing,Rabi,East,17.82,23.19,59.67,2383.31,14.35,9.9,Drip,Reservoir,No,14.18,Medium,synthetic_extension
Maize,Sandy,Harvest,Kharif,North,8.03,38.96,31.86,1504.23,10.72,118.17,Drip,Rainwater,No,80.03,Medium,synthetic_extension
Cotton,Clay,Sowing,Kharif,West,50.37,12.9,76.52,1617.17,0.92,99.81,Drip,River,Yes,38.87,Low,synthetic_extension
Sugarcane,Alluvial,Harvest,Rabi,South,40.99,41.83,76.41,1844.45,5.52,34.62,Drip,Reservoir,Yes,17.39,Low,synthetic_extension
Coconut,Loamy,Vegetative,Rabi,Central,26.99,22.5,73.97,1778.9,0.99,76.02,Drip,Reservoir,No,54.23,Medium,synthetic_extension
Sugarcane,Sandy,Flowering,Rabi,North,19.62,15.22,27.92,2220.32,7.3,66.54,Sprinkler,Reservoir,Yes,60.86,Medium,synthetic_extension
Wheat,Silty,Flowering,Zaid,East,35.52,36.97,33.09,722.83,7.9,62.8,Rainfed,Reservoir,No,68.12,Medium,synthetic_extension
Groundnut,Red,Vegetative,Zaid,West,23.85,12.43,81.7,181.79,9.35,103.82,Rainfed,Rainwater,No,135.99,High,synthetic_extension
Other,Red,Vegetative,Rabi,East,28.34,35.64,37.46,1142.94,5.64,104.91,Canal,Rainwater,Yes,79.43,Low,synthetic_extension
Wheat,Peaty,Vegetative,Zaid,North,49.99,36.29,67.44,1299.62,2.14,118.84,Canal,Reservoir,Yes,78.48,Medium,synthetic_extension
Sugarcane,Sandy,Sowing,Zaid,North,8.22,12.74,84.12,1894.31,9.48,55.33,Rainfed,Reservoir,No,34.57,Medium,synthetic_extension
